"","RNAplate","RNAwell","Sample","RNA_ID","uLextracted","uLeluted","DateExtracted","PCRplate"
"99","1","G11","NP-Inf-6-10-20-A","NP-Inf-6/10/20-A_1",600,60,"43997","12"
"100","1","A12","NP-Inf-6-11-20-A","NP-Inf-6/11/20-A_1",600,60,"43997","12"
"101","1","H11","NP-Inf-6-12-20-A","NP-Inf-6/12/20-A_1",600,60,"43997","12"
"123","2","B2","COR-Inf-5-25-20-A","COR-Inf-5-25-20-A_2",400,50,"44004","1"
"124","2","A2","COR-Inf-6-1-20-A","COR-Inf-6-1-20-A_2",400,50,"44004","1"
"131","2","A1","EB-6-22-20","EB-6/22/20_2",400,50,"44004","1"
"163","2","B5","NP-10thSt-6-18-20-A","NP-10thSt-6/18/20-A_2",400,50,"44004","1, 5, 7, 11"
"164","2","F6","NP-26thSt-6-19-20-A","NP-26thSt-6/19/20-A_2",400,50,"44004","1"
"165","2","C6","NP-32ndSt-6-17-20-A","NP-32ndSt-6/17/20-A_2",400,50,"44004","1, 3, 5, 7, 11"
"166","2","D7","NP-42ndSt-6-19-20-A","NP-42ndSt-6/19/20-A_2",400,50,"44004","1, 5, 7"
"167","2","E7","NP-48thSt-6-19-20-A","NP-48thSt-6/19/20-A_2",400,50,"44004","1, 3"
"168","2","F7","NP-56thSt-6-19-20-A","NP-56thSt-6/19/20-A_2",400,50,"44004","1, 3"
"169","2","F5","NP-68thSt-6-19-20-A","NP-68thSt-6/19/20-A_2",400,50,"44004","1, 5, 7, 11"
"170","2","E6","NP-70thSt-6-19-20-A","NP-70thSt-6/19/20-A_2",400,50,"44004","1"
"171","2","H6","NP-Bayfront-6-19-20-A","NP-Bayfront-6/19/20-A_2",400,50,"44004","1"
"172","2","A8","NP-BigCreek-6-19-20-A","NP-BigCreek-6/19/20-A_2",400,50,"44004","1, 3"
"173","2","B6","NP-Embarcadero-6-18-20-A","NP-Embarcadero-6/18/20-A_2",400,50,"44004","1, 5, 7, 11"
"174","2","H5","NP-Hatfield-6-18-20-A","NP-Hatfield-6/18/20-A_2",400,50,"44004","1, 3, 5, 7, 11"
"175","2","C5","NP-Inf-6-17-20-A","NP-Inf-6/17/20-A_2",400,50,"44004","1"
"176","2","D5","NP-Inf-6-18-20-A","NP-Inf-6/18/20-A_2",400,50,"44004","1"
"177","2","G7","NP-Inf-6-19-20-A","NP-Inf-6/19/20-A_2",400,50,"44004","1"
"178","2","B8","NP-MinnieSt-6-18-20-A","NP-MinnieSt-6/18/20-A_2",400,50,"44004","1"
"179","2","G6","NP-Neff-6-19-20-A","NP-Neff-6/19/20-A_2",400,50,"44004","1, 5"
"180","2","E5","NP-NeolhaPoint-6-18-20-A","NP-NeolhaPoint-6/18/20-A_2",400,50,"44004","1, 5, 7, 11"
"181","2","A5","NP-Northside-6-18-20-A","NP-Northside-6/18/20-A_2",400,50,"44004","1"
"182","2","C7","NP-NWSpringSt-6-19-20-A","NP-NWSpringSt-6/19/20-A_2",400,50,"44004","1"
"183","2","B7","NP-NyeBeach-6-18-20-A","NP-NyeBeach-6/18/20-A_2",400,50,"44004","1"
"184","2","A7","NP-NyeBeach-6-19-20-A","NP-NyeBeach-6/19/20-A_2",400,50,"44004","1"
"185","2","D6","NP-ParkSt-6-19-20-A","NP-ParkSt-6/19/20-A_2",400,50,"44004","1"
"186","2","A6","NP-RunningSprings-6-18-20-A","NP-RunningSprings-6/18/20-A_2",400,50,"44004","1, 5, 7, 11"
"187","2","H7","NP-San-Bay-O-6-18-20-A","NP-San-Bay-O-6/18/20-A_2",400,50,"44004","1"
"188","2","G5","NP-Southshore-6-18-20-A","NP-Southshore-6/18/20-A_2",400,50,"44004","1, 5, 7, 11"
"217","3","B1","BD-Blank-5-29-20-B","BD-Blank-5-29-20-B_3",400,50,"44007","2"
"218","3","C1","BD-Blank-5-30-20-B","BD-Blank-5-30-20-B_3",400,50,"44007","2"
"219","3","D1","BD-Blank-5-31-20-B","BD-Blank-5-31-20-B_3",400,50,"44007","2"
"225","3","B2","BD-Inf-5-26-20-B","BD-Inf-5-26-20-B_3",400,50,"44007","2"
"226","3","C2","BD-Inf-5-27-20-B","BD-Inf-5-27-20-B_3",400,50,"44007","2"
"227","3","D2","BD-Inf-5-28-20-B","BD-Inf-5-28-20-B_3",400,50,"44007","2"
"228","3","E2","BD-Inf-5-29-20-B","BD-Inf-5-29-20-B_3",400,50,"44007","2"
"229","3","F2","BD-Inf-5-30-20-B","BD-Inf-5-30-20-B_3",400,50,"44007","2"
"230","3","G2","BD-Inf-5-31-20-B","BD-Inf-5-31-20-B_3",400,50,"44007","2"
"231","3","H2","BD-Inf-6-1-20-B","BD-Inf-6-1-20-B_3",400,50,"44007","2"
"251","3","G6","COR-Inf-6-11-20-B","COR-Inf-6-11-20-B_3",400,50,"44007","2"
"252","3","H6","COR-Inf-6-8-20-B","COR-Inf-6-8-20-B_3",400,50,"44007","2"
"256","3","A1","EB-6-25-20","EB-6/25/20_3",400,50,"44007","2"
"257","3","H4","ExDiagNegCtrl-2","ExDiagNegCtrl-2_3",400,50,"44007","2"
"258","3","G4","ExDiagPosCtrl-2","ExDiagPosCtrl-2_3",400,50,"44007","2"
"259","3","G5","NP-Inf-6-10-20-B","NP-Inf-6/10/20-B_3",400,50,"44007","2"
"260","3","A6","NP-Inf-6-11-20-B","NP-Inf-6/11/20-B_3",400,50,"44007","2"
"261","3","H5","NP-Inf-6-12-20-B","NP-Inf-6/12/20-B_3",400,50,"44007","2"
"268","4","E5","COR-Inf-5-17-20-A","COR-Inf-5-17-20-A_4",200,50,"44021","6"
"269","4","A4","COR-Inf-6-15-20-A","COR-Inf-6-15-20-A_4",200,50,"44021","6, 12"
"280","4","H6","EB-7-9-20","EB-7/9/20_4",200,50,"44021","6, 16"
"294","4","F1","NP-Inf-6-24-20-A","NP-Inf-6-24-20-A_4",200,50,"44021","6"
"295","4","E3","NP-Inf-6-25-20-A","NP-Inf-6-25-20-A_4",200,50,"44021","6, 50"
"296","4","D3","NP-Inf-6-26-20-A","NP-Inf-6-26-20-A_4",200,50,"44021","6, 50"
"297","4","B2","NP-Inf-7-1-20-A","NP-Inf-7-1-20-A_4",200,50,"44021","6, 50"
"298","4","B3","NP-Inf-7-2-20-A","NP-Inf-7-2-20-A_4",200,50,"44021","6, 50"
"316","5","D1","Hermiston-Inf-7-10-20-A","Hermiston-Inf-7-10-20-A_5",200,50,"44024","7"
"317","5","E1","Hermiston-Inf-7-8-20-A","Hermiston-Inf-7-8-20-A_5",200,50,"44024","7"
"318","5","F1","Hermiston-Inf-7-9-20-A","Hermiston-Inf-7-9-20-A_5",200,50,"44024","7"
"319","6","D8","COR-Inf-5-11-20-A","COR-Inf-5-11-20-A_6",200,50,"44032","12"
"320","6","C8","COR-Inf-5-4-20-A","COR-Inf-5-4-20-A_6",200,50,"44032","12"
"323","6","B1","EB-7-20-20","EB-7/20/20_6",200,50,"44032","11"
"330","6","A6","NP-10thSt-6-18-20-A","NP-10thSt-6-18-20-A_6",100,50,"44032","1, 5, 7, 11"
"331","6","E2","NP-10thSt-7-8-20-A","NP-10thSt-7-8-20-A_6",200,50,"44032","11"
"332","6","A4","NP-26thSt-7-9-20-A","NP-26thSt-7-9-20-A_6",200,50,"44032","11"
"333","6","H6","NP-32ndSt-6-17-20-A","NP-32ndSt-6-17-20-A_6",100,50,"44032","1, 3, 5, 7, 11"
"334","6","B4","NP-32ndSt-7-9-20-A","NP-32ndSt-7-9-20-A_6",200,50,"44032","11"
"335","6","F2","NP-42ndSt-7-8-20-A","NP-42ndSt-7-8-20-A_6",200,50,"44032","11"
"336","6","A2","NP-48thSt-7-8-20-A","NP-48thSt-7-8-20-A_6",200,50,"44032","11"
"337","6","C4","NP-48thSt-7-9-20-A","NP-48thSt-7-9-20-A_6",200,50,"44032","11"
"338","6","B2","NP-56thSt-7-8-20-A","NP-56thSt-7-8-20-A_6",200,50,"44032","11"
"339","6","C6","NP-68thSt-6-19-20-A","NP-68thSt-6-19-20-A_6",100,50,"44032","1, 5, 7, 11"
"340","6","C2","NP-68thSt-7-8-20-A","NP-68thSt-7-8-20-A_6",200,50,"44032","11"
"341","6","G2","NP-70thSt-7-8-20-A","NP-70thSt-7-8-20-A_6",200,50,"44032","11"
"342","6","H2","NP-Bayfront-7-8-20-A","NP-Bayfront-7-8-20-A_6",200,50,"44032","11"
"343","6","E5","NP-Bayfront-7-9-20-A","NP-Bayfront-7-9-20-A_6",200,50,"44032","11"
"344","6","A3","NP-BigCreek-7-8-20-A","NP-BigCreek-7-8-20-A_6",200,50,"44032","11"
"345","6","D4","NP-BigCreek-7-9-20-A","NP-BigCreek-7-9-20-A_6",200,50,"44032","11"
"346","6","G6","NP-Embarcadero-6-18-20-A","NP-Embarcadero-6-18-20-A_6",100,50,"44032","1, 5, 7, 11"
"347","6","G3","NP-Embarcadero-7-8-20-A","NP-Embarcadero-7-8-20-A_6",200,50,"44032","11"
"348","6","E6","NP-Hatfield-6-18-20-A","NP-Hatfield-6-18-20-A_6",100,50,"44032","1, 3, 5, 7, 11"
"349","6","E4","NP-Hatfield-7-9-20-A","NP-Hatfield-7-9-20-A_6",200,50,"44032","11"
"350","6","G8","NP-Hatfield-FieldBlank-7-8-20-A","NP-Hatfield-FieldBlank-7-8-20-A_6",200,50,"44032","12"
"351","6","H5","NP-Inf-7-10-20-A","NP-Inf-7-10-20-A_6",200,50,"44032","11"
"352","6","D2","NP-Inf-7-8-20-A","NP-Inf-7-8-20-A_6",200,50,"44032","11"
"353","6","G5","NP-Inf-7-9-20-A","NP-Inf-7-9-20-A_6",200,50,"44032","11"
"354","6","F3","NP-MinnieSt-7-8-20-A","NP-MinnieSt-7-8-20-A_6",200,50,"44032","11"
"355","6","B5","NP-Neff-7-9-20-A","NP-Neff-7-9-20-A_6",200,50,"44032","11"
"356","6","B6","NP-NeolhaPoint-6-18-20-A","NP-NeolhaPoint-6-18-20-A_6",100,50,"44032","1, 5, 7, 11"
"357","6","G4","NP-NeolhaPoint-7-9-20-A","NP-NeolhaPoint-7-9-20-A_6",200,50,"44032","11"
"358","6","H3","NP-Northside-7-8-20-A","NP-Northside-7-8-20-A_6",200,50,"44032","11"
"359","6","D5","NP-Northside-7-9-20-A","NP-Northside-7-9-20-A_6",200,50,"44032","11"
"360","6","C1","NP-Northside-FieldBlank-7-7-20-A","NP-Northside-FieldBlank-7-7-20-A_6",200,50,"44032","11"
"361","6","B3","NP-NWSpringSt-7-8-20-A","NP-NWSpringSt-7-8-20-A_6",200,50,"44032","11"
"362","6","C3","NP-NyeBeach-7-8-20-A","NP-NyeBeach-7-8-20-A_6",200,50,"44032","11"
"363","6","F4","NP-NyeBeach-7-9-20-A","NP-NyeBeach-7-9-20-A_6",200,50,"44032","11"
"364","6","E1","NP-NyeBeach-FieldBlank-7-7-20-A","NP-NyeBeach-FieldBlank-7-7-20-A_6",200,50,"44032","11"
"365","6","D3","NP-ParkSt-7-8-20-A","NP-ParkSt-7-8-20-A_6",200,50,"44032","11"
"366","6","C5","NP-ParkSt-7-9-20-A","NP-ParkSt-7-9-20-A_6",200,50,"44032","11"
"367","6","F6","NP-RunningSprings-6-18-20-A","NP-RunningSprings-6-18-20-A_6",100,50,"44032","1, 5, 7, 11"
"368","6","F5","NP-RunningSprings-7-9-20-A","NP-RunningSprings-7-9-20-A_6",200,50,"44032","11"
"369","6","H8","NP-RunningSprings-FieldBlank-7-8-20-A","NP-RunningSprings-FieldBlank-7-8-20-A_6",200,50,"44032","12"
"370","6","E3","NP-San-Bay-O-7-8-20-A","NP-San-Bay-O-7-8-20-A_6",200,50,"44032","11"
"371","6","A5","NP-San-Bay-O-7-9-20-A","NP-San-Bay-O-7-9-20-A_6",200,50,"44032","11"
"372","6","D1","NP-San-Bay-O-FieldBlank-7-7-20-A","NP-San-Bay-O-FieldBlank-7-7-20-A_6",200,50,"44032","11"
"373","6","D6","NP-Southshore-6-18-20-A","NP-Southshore-6-18-20-A_6",100,50,"44032","1, 5, 7, 11"
"374","6","H4","NP-Southshore-7-9-20-A","NP-Southshore-7-9-20-A_6",200,50,"44032","11"
"375","6","F1","NP-Southshore-FieldBlank-7-8-20-A","NP-Southshore-FieldBlank-7-8-20-A_6",200,50,"44032","11"
"385","7","C1","BD-Inf-7-16-20-A","BD-Inf-7-16-20-A_7",200,30,"44040","14"
"386","7","F1","BD-Inf-7-21-20-A","BD-Inf-7-21-20-A_7",200,30,"44040","14"
"387","7","C2","BD-Inf-7-23-20-A","BD-Inf-7-23-20-A_7",200,30,"44040","14"
"413","7","B1","EB-14","EB-14_7",200,30,"44040","14"
"414","7","E3","Hermiston-Inf-7-19-20-A","Hermiston-Inf-7-19-20-A_7",200,30,"44040","14"
"415","7","F3","Hermiston-Inf-7-20-20-A","Hermiston-Inf-7-20-20-A_7",200,30,"44040","14"
"416","7","G3","Hermiston-Inf-7-21-20-A","Hermiston-Inf-7-21-20-A_7",200,30,"44040","14"
"417","7","H3","Hermiston-Inf-7-22-20-A","Hermiston-Inf-7-22-20-A_7",200,30,"44040","14"
"418","7","D4","Hermiston-Inf-7-23-20-A","Hermiston-Inf-7-23-20-A_7",200,30,"44040","14"
"427","7","G1","NegCtl-14","NegCtl-14_7",200,30,"44040","14"
"428","7","H1","PosCtl-14","PosCtl-14_7",200,30,"44040","14"
"438","8","E3","COR-Inf-11-13-19-A","COR-Inf-11-13-19-A_8",200,30,"44042","15"
"444","8","B1","EB-15","EB-15_8",200,30,"44042","15"
"455","8","G1","NegCtl-15","NegCtl-15_8",200,30,"44042","15"
"456","8","C3","NP-10thSt-6-18-20-B","NP-10thSt-6-18-20-B_8",200,30,"44042","15"
"457","8","F2","NP-32ndSt-6-17-20-B","NP-32ndSt-6-17-20-B_8",200,30,"44042","15"
"458","8","B2","NP-42ndSt-7-8-20-B","NP-42ndSt-7-8-20-B_8",150,30,"44042","15"
"459","8","C2","NP-48thSt-7-9-20-B","NP-48thSt-7-9-20-B_8",200,30,"44042","15"
"460","8","B3","NP-68thSt-6-19-20-B","NP-68thSt-6-19-20-B_8",200,30,"44042","15"
"461","8","G2","NP-Embarcadero-6-18-20-B","NP-Embarcadero-6-18-20-B_8",200,30,"44042","15"
"462","8","E2","NP-Hatfield-6-18-20-B","NP-Hatfield-6-18-20-B_8",200,30,"44042","15"
"463","8","E1","NP-Inf-7-10-20-B","NP-Inf-7-10-20-B_8",200,30,"44042","15"
"464","8","D3","NP-NeolhaPoint-6-18-20-B","NP-NeolhaPoint-6-18-20-B_8",200,30,"44042","15"
"465","8","F1","NP-Northside-7-8-20-B","NP-Northside-7-8-20-B_8",200,30,"44042","15"
"466","8","H2","NP-RunningSprings-6-18-20-B","NP-RunningSprings-6-18-20-B_8",200,30,"44042","15"
"467","8","A3","NP-Southshore-6-18-20-B","NP-Southshore-6-18-20-B_8",200,30,"44042","15"
"468","8","H1","PosCtl-15","PosCtl-15_8",200,30,"44042","15, 16"
"478","9","C5","BD-Inf-7-27-20-A","BD-Inf-7-27-20-A_9",200,30,"44054","19"
"479","9","D5","BD-Inf-7-29-20-A","BD-Inf-7-29-20-A_9",200,30,"44054","19"
"480","9","H4","BD-Inf-7-31-20-A","BD-Inf-7-31-20-A_9",200,30,"44054","19"
"481","9","G4","BD-Inf-8-3-20-A","BD-Inf-8-3-20-A_9",200,30,"44054","19"
"482","9","E4","BD-Inf-8-5-20-A","BD-Inf-8-5-20-A_9",200,30,"44054","19"
"502","9","B1","EB-19","EB-19_9",200,30,"44054","19"
"511","9","H1","NegCtl-19","NegCtl-19_9",200,30,"44054","19"
"512","9","G1","PosCtl-19","PosCtl-19_9",200,30,"44054","19"
"538","10","C1","COR-Inf-6-22-20-A","COR-Inf-6-22-20-A_10",200,30,"44056","21"
"539","10","D1","COR-Inf-6-29-20-A","COR-Inf-6-29-20-A_10",200,30,"44056","21"
"540","10","F1","COR-Inf-7-13-20-A","COR-Inf-7-13-20-A_10",200,30,"44056","21"
"541","10","A2","COR-Inf-7-20-20-A","COR-Inf-7-20-20-A_10",200,30,"44056","21"
"542","10","B2","COR-Inf-7-27-20-A","COR-Inf-7-27-20-A_10",200,30,"44056","21"
"543","10","E1","COR-Inf-7-6-20-A","COR-Inf-7-6-20-A_10",200,30,"44056","21"
"544","10","D2","COR-Inf-8-10-20-A","COR-Inf-8-10-20-A_10",200,30,"44056","21"
"545","10","C2","COR-Inf-8-3-20-A","COR-Inf-8-3-20-A_10",200,30,"44056","21"
"548","10","B1","EB-20","EB-20_10",200,30,"44056","21"
"560","10","G1","NegCtl-20","NegCtl-20_10",200,30,"44056","21"
"561","10","H1","PosCtl-20","PosCtl-20_10",200,30,"44056","21"
"580","11","B1","EB-22","EB-22_11",200,30,"44061","22"
"595","11","G1","NegCtl-22","NegCtl-22_11",200,30,"44061","22"
"596","11","A2","NP-Inf-7-15-20-A","NP-Inf-7-15-20-A_11",200,30,"44061","22"
"597","11","B2","NP-Inf-7-16-20-A","NP-Inf-7-16-20-A_11",200,30,"44061","22"
"598","11","C2","NP-Inf-7-17-20-A","NP-Inf-7-17-20-A_11",200,30,"44061","22"
"599","11","D2","NP-Inf-7-22-20-A","NP-Inf-7-22-20-A_11",200,30,"44061","22"
"600","11","E2","NP-Inf-7-23-20-A","NP-Inf-7-23-20-A_11",200,30,"44061","22"
"601","11","F2","NP-Inf-7-24-20-A","NP-Inf-7-24-20-A_11",200,30,"44061","22"
"602","11","G2","NP-Inf-7-29-20-A","NP-Inf-7-29-20-A_11",200,30,"44061","22"
"603","11","H2","NP-Inf-7-30-20-A","NP-Inf-7-30-20-A_11",200,30,"44061","22"
"604","11","A3","NP-Inf-8-5-20-A","NP-Inf-8-5-20-A_11",200,30,"44061","22"
"605","11","B3","NP-Inf-8-6-20-A","NP-Inf-8-6-20-A_11",200,30,"44061","22"
"606","11","C3","NP-Inf-8-7-20-A","NP-Inf-8-7-20-A_11",200,30,"44061","22"
"607","11","H1","PosCtl-22","PosCtl-22_11",200,30,"44061","22"
"688","13","B5","BD-Inf-8-10-20-A","BD-Inf-8-10-20-A_13",200,30,"44070","24"
"689","13","C5","BD-Inf-8-12-20-A","BD-Inf-8-12-20-A_13",200,30,"44070","24"
"690","13","D5","BD-Inf-8-14-20-A","BD-Inf-8-14-20-A_13",200,30,"44070","24"
"691","13","E5","BD-Inf-8-17-20-A","BD-Inf-8-17-20-A_13",200,30,"44070","24"
"692","13","F5","BD-Inf-8-19-20-A","BD-Inf-8-19-20-A_13",200,30,"44070","24"
"702","13","G5","COR-Inf-8-17-20-A","COR-Inf-8-17-20-A_13",200,30,"44070","24"
"710","13","B1","EB-24","EB-24_13",200,30,"44070","24"
"726","13","G1","NegCtl-24","NegCtl-24_13",200,30,"44070","24"
"727","13","H5","NP-Inf-8-12-20-A","NP-Inf-8-12-20-A_13",200,30,"44070","24"
"728","13","A6","NP-Inf-8-19-20-A","NP-Inf-8-19-20-A_13",200,30,"44070","24"
"729","13","H1","PosCtl-24","PosCtl-24_13",200,30,"44070","24"
"758","14","F8","COR-Inf-8-24-20-A","COR-Inf-8-24-20-A_14",200,30,"44077","25"
"761","14","B1","EB-25","EB-25_14",200,30,"44077","25"
"793","14","G1","NegCtl-25","NegCtl-25_14",200,30,"44077","25"
"794","14","C8","NP-Inf-8-20-20-A","NP-Inf-8-20-20-A_14",200,30,"44077","25"
"795","14","D8","NP-Inf-8-26-20-A","NP-Inf-8-26-20-A_14",200,30,"44077","25"
"796","14","E8","NP-Inf-8-27-20-A","NP-Inf-8-27-20-A_14",200,30,"44077","25"
"797","14","H1","PosCtl-25","PosCtl-25_14",200,30,"44077","25"
"928","17","A5","COR-Inf-4-21-20-A","COR-Inf-4-21-20-A_17",200,30,"44088","28"
"929","17","H5","COR-Inf-4-28-20-A","COR-Inf-4-28-20-A_17",200,30,"44088","28"
"930","17","B4","COR-Inf-8-31-20-A","COR-Inf-8-31-20-A_17",200,30,"44088","28, 31"
"931","17","C4","COR-Inf-9-7-20-A","COR-Inf-9-7-20-A_17",200,30,"44088","28, 31"
"934","17","B1","EB-28","EB-28_17",200,30,"44088","28"
"939","17","E2","HER-Inf-9-9-20-A","HER-Inf-9-9-20-A_17",200,30,"44088","28"
"948","17","G1","NegCtl-28","NegCtl-28_17",200,30,"44088","28"
"949","17","F2","NP-Inf-9-2-20-A","NP-Inf-9-2-20-A_17",200,30,"44088","28"
"950","17","G2","NP-Inf-9-3-20-A","NP-Inf-9-3-20-A_17",200,30,"44088","28"
"951","17","H1","PosCtl-28","PosCtl-28_17",200,30,"44088","28"
"983","19","F4","COR-Inf-5-18-20-A","COR-Inf-5-18-20-A_19",200,30,"44095","30"
"985","19","B1","EB-30","EB-30_19",200,30,"44095","30"
"986","19","C3","EUG-Inf-9-15-20-A","EUG-Inf-9-15-20-A_19",200,30,"44095","30"
"1000","19","G1","NegCtl-30","NegCtl-30_19",200,30,"44095","30"
"1001","19","E3","NP-Inf-9-10-20-A","NP-Inf-9-10-20-A_19",200,30,"44095","30"
"1002","19","D3","NP-Inf-9-11-20-A","NP-Inf-9-11-20-A_19",200,30,"44095","30"
"1003","19","F3","NP-Inf-9-9-20-A","NP-Inf-9-9-20-A_19",200,30,"44095","30"
"1006","19","H1","PosCtl-30","PosCtl-30_19",200,30,"44095","30"
"1015","20","F4","COR-Inf-8-31-20-A","COR-Inf-8-31-20-A_20",200,30,"44098","28, 31"
"1016","20","B5","COR-Inf-9-14-20-A","COR-Inf-9-14-20-A_20",200,30,"44098","31, 32, 36"
"1017","20","H4","COR-Inf-9-15-20-A","COR-Inf-9-15-20-A_20",200,30,"44098","31"
"1018","20","A5","COR-Inf-9-20-20-A","COR-Inf-9-20-20-A_20",200,30,"44098","31"
"1019","20","G4","COR-Inf-9-21-20-A","COR-Inf-9-21-20-A_20",200,30,"44098","31"
"1020","20","E4","COR-Inf-9-7-20-A","COR-Inf-9-7-20-A_20",200,30,"44098","28, 31"
"1021","20","B1","EB-31","EB-31_20",200,30,"44098","31"
"1022","20","H6","EUG-Inf-9-22-20-A","EUG-Inf-9-22-20-A_20",200,30,"44098","31"
"1034","20","E6","HER-Inf-9-16-20-A","HER-Inf-9-16-20-A_20",200,30,"44098","31"
"1045","20","G1","NegCtl-31","NegCtl-31_20",200,30,"44098","31"
"1046","20","B6","NP-Inf-9-16-20-A","NP-Inf-9-16-20-A_20",200,30,"44098","31"
"1047","20","C6","NP-Inf-9-17-20-A","NP-Inf-9-17-20-A_20",200,30,"44098","31"
"1048","20","D6","NP-Inf-9-18-20-A","NP-Inf-9-18-20-A_20",200,30,"44098","31"
"1056","20","H1","PosCtl-31","PosCtl-31_20",200,30,"44098","31"
"1064","21","H2","COR-Inf-9-14-20-A","COR-Inf-9-14-20-A_21",200,30,"44102","31, 32, 36"
"1065","21","A3","COR-Inf-9-22-20-A","COR-Inf-9-22-20-A_21",200,30,"44102","32, 36"
"1066","21","G2","COR-Inf-9-24-20-A","COR-Inf-9-24-20-A_21",200,30,"44102","32, 36"
"1068","21","B1","EB-32","EB-32_21",200,30,"44102","32"
"1069","21","B6","HER-Inf-9-23-20-A","HER-Inf-9-23-20-A_21",200,30,"44102","32, 36"
"1081","21","G1","NegCtl-32","NegCtl-32_21",200,30,"44102","32"
"1101","21","H1","PosCtl-32","PosCtl-32_21",200,30,"44102","32"
"1107","22","D6","COR-Inf-9-28-20-A","COR-Inf-9-28-20-A_22",200,30,"44105","33"
"1108","22","C6","COR-Inf-9-29-20-A","COR-Inf-9-29-20-A_22",200,30,"44105","33"
"1109","22","B1","EB-33","EB-33_22",200,30,"44105","33"
"1128","22","G1","NegCtl-33","NegCtl-33_22",200,30,"44105","33"
"1129","22","G5","NP-Inf-9-23-20-A","NP-Inf-9-23-20-A_22",200,30,"44105","33"
"1130","22","H5","NP-Inf-9-24-20-A","NP-Inf-9-24-20-A_22",200,30,"44105","33"
"1131","22","A6","NP-Inf-9-25-20-A","NP-Inf-9-25-20-A_22",200,30,"44105","33"
"1150","22","H1","PosCtl-33","PosCtl-33_22",200,30,"44105","33"
"1165","23","B1","EB-34","EB-34_23",200,30,"44106","34"
"1166","23","B4","EUG-Inf-9-28-20-A","EUG-Inf-9-28-20-A_23",200,30,"44106","34"
"1180","23","E4","HER-Inf-9-30-20-A","HER-Inf-9-30-20-A_23",200,30,"44106","34"
"1181","23","G1","NegCtl-34","NegCtl-34_23",200,30,"44106","34"
"1183","23","H1","PosCtl-34","PosCtl-34_23",200,30,"44106","34"
